Casilla;X;Y;Access Point;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
58;350;150;AP1;-62;-60;-59;-61;-60;-59;-60;-64;-64;-64;-64;-64;-60;-60;-60;-60;-60;-60;-63;-63;-63;-63;-62;-62;-60;-60;-60;-62;-60;-60;-60;-60;-63;-63;-63;-60;-60;-60;-63;-64;-64;-64;-60;-61;-62;-62;-62;-61;-62;-61;-61;-61;-61;-60;-61;-61;-59;-62;-62;-59;-60;-60;-60;-60;-60;-61;-61;-61;-60;-64;-62;-64;-62;-61;-61;-61;-61;-62;-60;-60;-59;-59;-59;-59;-59;-59;-59;-61;-61;-62;-63;-60;-62;-62;-61;-63;-62;-61;-63;-61
58;350;150;AP2;-66;-63;-63;-61;-63;-63;-62;-64;-63;-62;-62;-63;-63;-63;-63;-61;-61;-61;-64;-65;-65;-65;-65;-65;-62;-62;-62;-65;-65;-65;-66;-66;-66;-66;-64;-64;-63;-63;-63;-63;-66;-66;-63;-62;-62;-63;-63;-63;-61;-61;-63;-61;-62;-62;-62;-62;-62;-63;-63;-63;-63;-63;-62;-62;-63;-63;-63;-63;-62;-66;-64;-64;-67;-67;-65;-65;-63;-61;-61;-61;-62;-61;-62;-62;-62;-64;-256;-64;-63;-64;-64;-64;-64;-64;-64;-64;-66;-66;-66;-66
59;370;150;AP0;-59;-59;-60;-58;-58;-58;-58;-58;-59;-58;-60;-58;-58;-60;-60;-62;-62;-62;-59;-59;-59;-59;-59;-60;-60;-60;-61;-62;-62;-63;-62;-61;-61;-67;-62;-60;-57;-57;-60;-59;-58;-58;-60;-61;-61;-61;-62;-61;-62;-62;-61;-61;-61;-61;-61;-61;-61;-60;-60;-63;-63;-62;-62;-61;-61;-60;-63;-63;-62;-62;-61;-61;-60;-60;-61;-60;-60;-59;-60;-60;-59;-59;-59;-59;-60;-60;-60;-61;-60;-60;-60;-60;-58;-59;-60;-60;-60;-60;-59;-60
59;370;150;AP1;-53;-54;-53;-53;-54;-54;-54;-54;-54;-54;-54;-54;-54;-54;-56;-57;-57;-57;-58;-58;-54;-54;-55;-55;-55;-57;-56;-56;-57;-57;-56;-57;-60;-59;-56;-53;-55;-55;-55;-55;-53;-53;-56;-56;-56;-56;-55;-55;-57;-57;-57;-56;-56;-55;-56;-57;-57;-56;-56;-55;-56;-56;-57;-56;-57;-57;-56;-56;-55;-55;-56;-56;-56;-56;-56;-56;-56;-56;-57;-57;-56;-56;-56;-57;-57;-56;-56;-55;-55;-55;-56;-56;-54;-54;-56;-56;-56;-56;-57;-57
59;370;150;AP2;-57;-56;-57;-57;-57;-56;-56;-57;-57;-57;-57;-56;-57;-57;-59;-59;-58;-58;-59;-59;-57;-57;-57;-57;-57;-58;-59;-59;-59;-60;-59;-58;-58;-57;-59;-57;-55;-56;-56;-56;-56;-56;-55;-60;-57;-59;-59;-59;-58;-59;-59;-58;-59;-59;-58;-58;-58;-60;-58;-57;-59;-59;-59;-59;-59;-59;-58;-58;-59;-59;-59;-59;-60;-60;-58;-58;-58;-60;-59;-58;-59;-59;-58;-60;-59;-57;-57;-57;-57;-58;-58;-58;-55;-57;-60;-60;-58;-58;-60;-58
60;390;150;AP0;-63;-63;-63;-63;-62;-62;-61;-61;-64;-61;-61;-61;-64;-63;-63;-61;-62;-62;-62;-65;-65;-67;-67;-67;-67;-65;-66;-66;-66;-66;-66;-64;-64;-64;-65;-65;-66;-66;-66;-66;-64;-64;-63;-63;-66;-66;-65;-65;-65;-62;-63;-63;-64;-64;-62;-61;-62;-62;-65;-64;-65;-64;-64;-64;-64;-65;-64;-65;-65;-65;-64;-65;-64;-63;-64;-64;-64;-64;-65;-63;-64;-64;-64;-64;-62;-64;-64;-65;-65;-64;-65;-61;-61;-62;-61;-66;-62;-64;-63;-65
60;390;150;AP1;-53;-53;-53;-53;-54;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-53;-55;-55;-58;-55;-55;-55;-55;-55;-55;-55;-56;-56;-55;-55;-55;-55;-55;-56;-56;-56;-55;-55;-55;-54;-55;-54;-54;-55;-55;-55;-54;-54;-56;-56;-54;-54;-52;-52;-51;-55;-56;-54;-55;-55;-54;-54;-55;-55;-53;-53;-54;-54;-55;-54;-54;-54;-54;-59;-54;-55;-56;-55;-55;-56;-56;-56;-55;-56;-54;-55;-55;-55;-55;-55;-55;-55;-57;-54;-54;-54;-54
60;390;150;AP2;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-74;-74;-74;-74;-74;-74;-74;-74;-74;-76;-76;-74;-74;-77;-77;-75;-75;-74;-77;-77;-77;-77;-77;-73;-73;-73;-75;-74;-74;-73;-76;-76;-75;-75;-72;-72;-72;-72;-72;-74;-77;-77;-77;-77;-77;-77;-75;-71;-71;-71;-71;-74;-70;-70;-70;-70;-75;-75;-75;-75;-76;-76;-75;-75;-75;-73;-73;-73;-73;-73;-73;-73;-73;-74;-71;-71;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-75
61;10;130;AP0;-59;-60;-60;-58;-59;-58;-58;-58;-59;-58;-58;-58;-59;-59;-59;-59;-58;-58;-58;-59;-59;-59;-60;-58;-59;-60;-60;-59;-60;-60;-60;-59;-58;-58;-59;-58;-59;-59;-60;-59;-59;-61;-61;-59;-58;-60;-59;-59;-59;-61;-61;-61;-61;-61;-59;-59;-59;-59;-61;-61;-60;-60;-60;-59;-59;-59;-59;-60;-59;-58;-60;-60;-59;-58;-59;-59;-58;-59;-58;-58;-58;-59;-60;-58;-74;-58;-57;-58;-58;-58;-60;-59;-59;-59;-57;-58;-58;-58;-58;-67
61;10;130;AP1;-70;-70;-68;-69;-68;-68;-68;-68;-65;-68;-68;-66;-66;-67;-67;-70;-66;-69;-69;-65;-65;-65;-65;-70;-70;-70;-70;-70;-70;-70;-70;-69;-71;-71;-71;-71;-70;-66;-66;-66;-66;-69;-68;-68;-68;-69;-68;-70;-70;-69;-69;-69;-72;-72;-70;-69;-68;-66;-69;-69;-69;-69;-69;-69;-67;-67;-67;-67;-67;-69;-68;-68;-68;-66;-69;-67;-70;-68;-68;-68;-68;-69;-68;-68;-71;-69;-68;-68;-68;-68;-70;-70;-66;-66;-67;-68;-68;-68;-67;-66
61;10;130;AP2;-60;-60;-61;-63;-63;-63;-63;-62;-62;-61;-61;-63;-63;-62;-62;-63;-61;-65;-63;-63;-63;-63;-64;-61;-61;-67;-67;-62;-63;-62;-62;-64;-63;-63;-62;-61;-63;-63;-63;-61;-61;-60;-60;-60;-64;-61;-63;-63;-63;-63;-63;-62;-62;-62;-62;-62;-62;-61;-63;-63;-62;-62;-62;-62;-62;-62;-62;-65;-64;-63;-63;-64;-61;-63;-63;-63;-63;-63;-63;-63;-63;-62;-62;-62;-62;-62;-63;-62;-62;-62;-62;-62;-60;-60;-60;-61;-61;-62;-62;-62
62;30;130;AP0;-55;-59;-57;-59;-59;-59;-58;-58;-58;-58;-58;-58;-59;-59;-58;-59;-57;-57;-58;-58;-58;-58;-58;-59;-59;-59;-58;-58;-58;-58;-59;-59;-58;-58;-58;-58;-58;-58;-59;-59;-60;-62;-61;-61;-60;-59;-60;-60;-60;-60;-58;-58;-58;-59;-59;-58;-58;-60;-60;-59;-59;-58;-58;-58;-58;-57;-57;-58;-58;-61;-61;-61;-59;-59;-60;-58;-58;-59;-59;-59;-58;-58;-58;-58;-58;-58;-57;-59;-59;-58;-57;-57;-58;-58;-58;-57;-58;-58;-58;-58
62;30;130;AP1;-55;-55;-55;-55;-56;-56;-55;-55;-55;-55;-54;-54;-55;-55;-55;-55;-56;-56;-56;-56;-56;-56;-56;-56;-55;-55;-55;-55;-55;-56;-56;-55;-55;-55;-55;-55;-55;-55;-55;-56;-56;-58;-58;-58;-58;-59;-59;-59;-55;-55;-55;-55;-55;-55;-55;-56;-56;-55;-55;-56;-56;-57;-57;-56;-54;-55;-55;-55;-55;-57;-57;-57;-56;-56;-56;-56;-55;-55;-56;-56;-53;-53;-53;-56;-56;-57;-56;-55;-55;-55;-56;-56;-56;-55;-55;-55;-55;-56;-56;-56
62;30;130;AP2;-64;-64;-61;-61;-64;-64;-64;-64;-63;-60;-60;-63;-63;-62;-62;-62;-63;-64;-64;-63;-63;-62;-62;-62;-61;-61;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-65;-65;-64;-64;-66;-66;-63;-63;-63;-63;-64;-64;-63;-63;-63;-61;-63;-62;-64;-64;-64;-63;-65;-65;-65;-64;-62;-65;-65;-63;-66;-66;-63;-64;-64;-64;-64;-62;-62;-63;-63;-63;-63;-63;-64;-64;-64;-64;-64;-64;-61;-61;-60;-60;-62;-62;-63;-63;-63;-65
63;50;130;AP0;-58;-58;-60;-61;-61;-61;-60;-60;-59;-59;-59;-60;-59;-60;-61;-61;-61;-60;-60;-59;-59;-58;-61;-58;-58;-57;-57;-57;-57;-58;-59;-59;-58;-58;-59;-59;-59;-59;-58;-58;-58;-58;-59;-59;-58;-59;-59;-59;-60;-60;-60;-59;-59;-59;-58;-58;-58;-58;-59;-58;-58;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-60;-60;-59;-60;-60;-60;-60;-60;-59;-59;-59;-59;-60;-60;-59;-59;-60;-60;-60;-60;-60;-60;-60;-63;-63;-59;-61;-60;-60
63;50;130;AP1;-68;-68;-68;-66;-66;-66;-67;-67;-64;-64;-67;-65;-65;-65;-64;-64;-66;-66;-64;-64;-63;-64;-68;-68;-68;-65;-65;-66;-67;-66;-66;-67;-67;-67;-67;-65;-66;-66;-65;-65;-65;-68;-68;-67;-65;-69;-69;-66;-66;-66;-64;-64;-66;-66;-64;-64;-67;-68;-66;-68;-68;-66;-67;-67;-67;-67;-77;-67;-67;-67;-68;-65;-65;-65;-67;-67;-69;-69;-69;-71;-69;-68;-68;-66;-66;-65;-65;-63;-63;-64;-64;-67;-67;-67;-66;-66;-67;-67;-67;-67
63;50;130;AP2;-67;-66;-66;-68;-69;-69;-68;-67;-67;-67;-67;-67;-67;-67;-67;-71;-71;-63;-69;-67;-67;-65;-65;-67;-70;-69;-69;-69;-68;-68;-69;-69;-68;-68;-69;-69;-69;-63;-65;-65;-65;-65;-69;-69;-66;-66;-66;-66;-68;-68;-69;-68;-68;-68;-68;-68;-68;-68;-68;-65;-68;-67;-65;-65;-65;-65;-70;-70;-67;-67;-70;-70;-70;-67;-70;-70;-70;-70;-70;-70;-68;-68;-68;-68;-68;-68;-68;-68;-66;-66;-69;-69;-68;-68;-69;-71;-71;-67;-66;-66
64;70;130;AP0;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-51;-51;-51;-52;-52;-52;-52;-51;-52;-52;-52;-52;-52;-51;-51;-51;-51;-51;-52;-51;-52;-52;-52;-51;-51;-51;-52;-51;-51;-51;-52;-52;-52;-51;-51;-51;-52;-54;-54;-54;-54;-52;-52;-50;-50;-52;-51;-52;-52;-52;-52;-52;-52;-52;-54;-54;-50;-52;-52;-50;-50;-50;-52;-52;-51;-51;-51;-52;-52;-52;-52;-50;-50;-51;-51;-51;-51;-51;-52;-52;-52;-52;-52;-52;-52;-51;-52;-52
64;70;130;AP1;-61;-61;-59;-59;-63;-63;-64;-64;-63;-63;-63;-63;-61;-61;-62;-62;-62;-63;-63;-64;-63;-63;-62;-61;-61;-62;-62;-62;-62;-63;-63;-62;-62;-61;-61;-63;-64;-64;-62;-62;-62;-62;-64;-62;-63;-64;-64;-64;-63;-65;-65;-66;-66;-62;-63;-63;-63;-63;-63;-65;-65;-63;-63;-64;-64;-64;-63;-63;-63;-63;-61;-61;-61;-64;-64;-64;-61;-64;-62;-64;-64;-64;-65;-65;-65;-65;-65;-65;-63;-63;-63;-64;-64;-64;-60;-62;-61;-61;-64;-63
64;70;130;AP2;-72;-72;-72;-71;-71;-76;-76;-77;-77;-74;-74;-74;-74;-74;-74;-74;-74;-74;-74;-75;-75;-75;-75;-75;-75;-75;-75;-75;-75;-75;-74;-74;-74;-74;-74;-74;-74;-75;-75;-77;-77;-77;-77;-77;-77;-77;-77;-77;-75;-75;-75;-75;-75;-75;-75;-75;-78;-78;-74;-74;-71;-71;-73;-73;-73;-73;-74;-74;-74;-69;-73;-73;-73;-73;-77;-77;-77;-73;-73;-76;-76;-70;-70;-70;-70;-70;-70;-70;-70;-70;-71;-71;-76;-76;-76;-76;-76;-19;-76;-76
65;90;130;AP0;-52;-51;-52;-52;-52;-52;-51;-51;-52;-52;-52;-52;-52;-52;-52;-52;-52;-53;-53;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-53;-53;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-53;-53;-53;-53;-52;-52;-52;-52;-52;-52;-52;-52;-53;-52;-52;-51;-51;-52;-52;-52;-52;-52;-53;-53;-53;-52;-52;-51;-51;-52;-52;-52;-52;-51;-51;-52;-52;-52;-52;-52;-52;-52;-51;-51
65;90;130;AP1;-64;-65;-65;-65;-65;-65;-65;-65;-66;-66;-66;-66;-66;-65;-65;-65;-65;-66;-66;-65;-66;-66;-66;-66;-68;-68;-68;-68;-63;-63;-67;-67;-67;-67;-65;-65;-68;-68;-65;-65;-66;-66;-67;-65;-65;-65;-65;-65;-67;-64;-64;-66;-66;-66;-66;-67;-67;-65;-66;-65;-65;-65;-68;-67;-65;-65;-65;-65;-65;-65;-69;-67;-66;-66;-67;-67;-66;-64;-66;-66;-65;-65;-65;-62;-66;-66;-65;-66;-66;-67;-67;-67;-67;-66;-66;-66;-66;-67;-66;-66
65;90;130;AP2;-62;-62;-64;-64;-64;-65;-63;-62;-63;-63;-63;-63;-63;-63;-63;-63;-63;-63;-64;-64;-61;-61;-63;-63;-63;-62;-62;-62;-61;-61;-63;-63;-62;-63;-61;-61;-61;-62;-62;-62;-61;-61;-61;-62;-63;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-61;-61;-61;-63;-63;-61;-63;-63;-63;-63;-63;-63;-63;-63;-15,75;-62;-62;-64;-64;-64;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-62;-65;-62
66;110;130;AP0;-49;-50;-50;-50;-50;-50;-50;-50;-49;-50;-50;-50;-50;-50;-50;-50;-50;-50;-50;-51;-49;-49;-49;-50;-50;-50;-50;-50;-49;-49;-50;-49;-49;-49;-49;-50;-50;-50;-50;-50;-51;-50;-50;-50;-49;-50;-50;-50;-49;-49;-50;-50;-50;-50;-50;-50;-50;-50;-50;-50;-50;-50;-50;-49;-50;-50;-50;-49;-51;-51;-49;-50;-50;-50;-50;-49;-49;-49;-49;-50;-49;-50;-50;-50;-50;-50;-50;-50;-50;-50;-50;-50;-50;-50;-49;-49;-49;-50;-50;-50
66;110;130;AP1;-68;-68;-66;-66;-62;-62;-67;-67;-68;-68;-65;-65;-65;-65;-65;-66;-66;-67;-67;-67;-67;-65;-67;-67;-67;-67;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-65;-66;-69;-67;-67;-67;-67;-67;-67;-69;-66;-67;-67;-69;-69;-70;-70;-70;-70;-69;-69;-69;-69;-69;-67;-67;-67;-71;-67;-67;-69;-69;-69;-69;-68;-69;-67;-67;-57;-57;-57;-69;-69;-69;-69;-69;-69;-66;-66;-66;-66;-67;-66;-65;-67;-67;-66
66;110;130;AP2;-59;-58;-61;-60;-60;-60;-60;-60;-61;-60;-60;-60;-60;-62;-59;-59;-61;-61;-60;-60;-60;-60;-61;-61;-60;-60;-60;-60;-61;-59;-59;-60;-60;-60;-60;-61;-63;-63;-61;-61;-61;-61;-61;-61;-61;-61;-60;-61;-61;-61;-61;-61;-61;-62;-62;-62;-62;-61;-61;-63;-63;-60;-60;-60;-62;-62;-62;-62;-61;-61;-62;-62;-62;-62;-62;-62;-62;-62;-61;-61;-61;-59;-61;-61;-62;-62;-62;-62;-62;-61;-61;-60;-61;-61;-62;-62;-62;-61;-62;-62
67;130;130;AP0;-46;-48;-46;-46;-49;-49;-49;-48;-48;-46;-46;-49;-49;-49;-46;-47;-47;-47;-46;-46;-46;-46;-46;-46;-46;-46;-47;-49;-47;-47;-47;-47;-48;-48;-49;-49;-51;-51;-46;-46;-49;-49;-49;-49;-47;-47;-47;-47;-50;-46;-46;-49;-49;-49;-49;-47;-47;-49;-49;-47;-49;-49;-49;-49;-47;-47;-47;-47;-47;-47;-47;-49;-46;-47;-47;-49;-46;-47;-48;-47;-49;-49;-50;-50;-50;-48;-48;-49;-49;-49;-49;-47;-47;-50;-50;-49;-49;-48;-48;-49
67;130;130;AP1;-55;-55;-54;-54;-55;-55;-55;-55;-55;-55;-55;-57;-57;-55;-55;-55;-55;-55;-55;-54;-54;-56;-54;-54;-56;-54;-54;-54;-54;-54;-54;-55;-55;-55;-54;-54;-54;-54;-55;-55;-54;-54;-55;-54;-54;-54;-54;-55;-53;-54;-54;-54;-54;-57;-57;-57;-55;-54;-54;-54;-54;-54;-55;-55;-55;-55;-55;-55;-54;-54;-54;-53;-54;-54;-55;-53;-55;-55;-55;-55;-54;-54;-55;-55;-55;-54;-54;-53;-54;-54;-54;-55;-55;-57;-57;-53;-54;-54;-54;-54
67;130;130;AP2;-74;-73;-73;-71;-73;-73;-73;-73;-72;-72;-72;-74;-74;-74;-74;-72;-72;-72;-72;-71;-70;-70;-70;-72;-72;-72;-72;-72;-72;-73;-74;-74;-74;-74;-74;-74;-74;-72;-72;-72;-72;-73;-73;-73;-73;-73;-18,25;-70;-70;-70;-70;-70;-70;-73;-75;-75;-74;-74;-74;-74;-74;-72;-72;-72;-72;-72;-72;-74;-74;-74;-74;-73;-73;-73;-73;-72;-72;-74;-74;-74;-74;-73;-72;-72;-75;-75;-75;-72;-73;-73;-73;-76;-76;-76;-76;-76;-76;-76;-76;-73
68;150;130;AP0;-47;-47;-49;-49;-46;-46;-48;-48;-46;-46;-50;-50;-50;-47;-47;-47;-47;-47;-47;-47;-47;-48;-48;-46;-46;-47;-49;-47;-47;-47;-49;-50;-50;-51;-51;-49;-51;-48;-48;-48;-47;-47;-46;-51;-51;-52;-52;-52;-47;-47;-46;-46;-46;-46;-47;-47;-47;-47;-47;-47;-46;-46;-47;-47;-47;-47;-48;-46;-48;-48;-46;-46;-46;-46;-50;-50;-48;-46;-48;-48;-46;-48;-48;-48;-50;-48;-48;-48;-48;-48;-48;-48;-48;-48;-47;-47;-47;-49;-49;-50
68;150;130;AP1;-58;-58;-56;-58;-56;-56;-56;-56;-57;-57;-56;-56;-56;-56;-55;-55;-55;-55;-55;-57;-57;-57;-57;-55;-57;-58;-57;-57;-57;-60;-62;-61;-61;-59;-61;-61;-58;-59;-59;-56;-56;-58;-57;-59;-59;-59;-59;-56;-56;-56;-56;-57;-58;-58;-57;-57;-57;-55;-58;-58;-57;-57;-57;-59;-57;-57;-57;-58;-57;-57;-57;-57;-60;-62;-61;-61;-59;-59;-65;-65;-65;-65;-58;-58;-58;-58;-58;-58;-58;-57;-57;-57;-57;-57;-57;-57;-58;-57;-57;-55
68;150;130;AP2;-64;-62;-60;-60;-65;-62;-61;-61;-61;-63;-61;-62;-62;-62;-60;-63;-63;-63;-60;-61;-61;-61;-61;-64;-64;-64;-64;-63;-63;-63;-66;-66;-60;-65;-65;-65;-59;-59;-61;-61;-61;-61;-61;-61;-61;-61;-61;-61;-62;-62;-63;-60;-60;-60;-62;-59;-61;-61;-60;-59;-62;-63;-63;-63;-63;-61;-61;-62;-63;-61;-61;-63;-63;-65;-65;-65;-65;-65;-65;-62;-62;-62;-63;-63;-63;-62;-63;-63;-63;-62;-64;-64;-62;-62;-62;-61;-61;-61;-61;-61
69;170;130;AP0;-50;-50;-48;-48;-49;-49;-49;-49;-48;-48;-49;-48;-49;-49;-49;-50;-49;-49;-49;-49;-49;-50;-49;-49;-42;-49;-49;-49;-49;-48;-48;-51;-51;-52;-52;-50;-50;-50;-50;-49;-49;-49;-50;-50;-50;-50;-50;-50;-49;-49;-49;-50;-49;-49;-49;-48;-50;-50;-49;-51;-51;-49;-50;-50;-49;-49;-50;-50;-50;-51;-51;-49;-49;-50;-50;-49;-49;-50;-50;-50;-50;-49;-49;-49;-49;-49;-49;-49;-49;-49;-50;-50;-49;-49;-49;-49;-50;-50;-50;-50
69;170;130;AP1;-55;-57;-56;-56;-56;-56;-55;-55;-57;-57;-56;-56;-56;-56;-55;-56;-56;-56;-55;-55;-55;-56;-58;-58;-57;-57;-56;-56;-57;-56;-56;-58;-58;-58;-58;-56;-56;-56;-56;-55;-55;-56;-56;-55;-56;-56;-56;-56;-56;-57;-57;-57;-57;-57;-57;-57;-56;-56;-57;-57;-57;-56;-56;-56;-56;-56;-56;-56;-56;-56;-57;-56;-56;-56;-56;-57;-57;-56;-56;-56;-56;-56;-56;-56;-57;-55;-55;-57;-56;-55;-57;-57;-57;-56;-56;-56;-56;-57;-56;-56
69;170;130;AP2;-61;-61;-61;-61;-61;-60;-60;-61;-61;-61;-61;-62;-62;-61;-61;-59;-59;-61;-61;-59;-59;-61;-61;-62;-62;-62;-62;-62;-62;-61;-61;-63;-63;-63;-63;-64;-62;-62;-62;-61;-61;-63;-62;-62;-62;-62;-61;-62;-61;-61;-61;-61;-63;-62;-62;-62;-63;-63;-63;-63;-63;-63;-63;-63;-64;-64;-64;-64;-60;-63;-63;-63;-63;-62;-63;-63;-63;-63;-63;-63;-63;-62;-64;-64;-61;-63;-63;-62;-60;-60;-61;-61;-62;-62;-61;-64;-62;-62;-62;-61
70;190;130;AP0;-59;-59;-58;-59;-59;-59;-59;-59;-59;-59;-59;-61;-59;-59;-59;-60;-60;-60;-59;-59;-59;-59;-58;-59;-59;-59;-60;-58;-58;-60;-60;-59;-59;-60;-59;-59;-59;-59;-59;-60;-59;-59;-58;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-58;-58;-59;-59;-58;-61;-61;-60;-60;-59;-59;-58;-58;-58;-59;-58;-58;-58;-60;-58;-59;-59;-59;-59;-59;-58;-58;-59;-59;-60;-60;-60;-60;-59;-59;-59;-59;-58;-59;-59;-59;-60;-59;-59;-58;-59
70;190;130;AP1;-55;-55;-56;-56;-56;-56;-56;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-54;-55;-54;-54;-54;-56;-55;-56;-56;-56;-56;-56;-56;-55;-55;-54;-55;-55;-55;-55;-55;-55;-56;-56;-56;-57;-56;-56;-56;-56;-56;-56;-56;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-57;-55;-55;-55;-56;-55;-55;-55;-55;-55;-54;-54;-54;-54;-55;-55;-55;-56;-56;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-54;-54;-55;-55;-55;-55;-55
70;190;130;AP2;-63;-63;-63;-65;-65;-63;-63;-64;-64;-64;-64;-64;-64;-61;-63;-63;-63;-65;-64;-64;-66;-66;-66;-66;-65;-65;-63;-62;-62;-64;-64;-64;-64;-64;-64;-64;-67;-64;-64;-62;-64;-64;-64;-65;-63;-63;-65;-65;-65;-64;-65;-65;-66;-66;-66;-65;-65;-64;-64;-66;-66;-66;-66;-66;-62;-62;-62;-62;-61;-61;-66;-66;-63;-63;-63;-63;-65;-64;-64;-63;-63;-63;-63;-63;-64;-64;-64;-64;-64;-64;-64;-64;-63;-63;-63;-65;-64;-63;-63;-63
71;210;130;AP0;-61;-61;-61;-61;-61;-61;-61;-60;-60;-62;-60;-62;-61;-61;-60;-60;-60;-60;-60;-60;-60;-60;-61;-61;-61;-62;-62;-64;-64;-60;-62;-62;-62;-62;-61;-60;-60;-61;-60;-61;-61;-60;-62;-62;-62;-62;-62;-61;-61;-62;-60;-60;-63;-62;-62;-62;-61;-61;-61;-61;-60;-60;-60;-61;-60;-61;-60;-60;-62;-62;-62;-62;-61;-61;-61;-61;-61;-61;-62;-62;-62;-62;-60;-61;-63;-63;-60;-60;-60;-60;-60;-60;-60;-61;-61;-61;-62;-60;-61;-60
71;210;130;AP1;-57;-57;-57;-58;-57;-57;-57;-59;-59;-58;-58;-59;-59;-59;-59;-59;-59;-59;-57;-59;-59;-59;-58;-59;-59;-59;-59;-59;-59;-58;-58;-58;-58;-60;-59;-59;-59;-59;-59;-59;-59;-59;-59;-60;-60;-60;-58;-58;-58;-60;-59;-59;-58;-58;-59;-58;-59;-59;-59;-60;-57;-58;-58;-58;-58;-60;-60;-58;-58;-58;-59;-59;-59;-59;-59;-59;-59;-59;-58;-58;-59;-59;-59;-59;-60;-60;-58;-59;-59;-59;-58;-59;-59;-59;-59;-59;-59;-59;-58;-58
71;210;130;AP2;-59;-59;-59;-59;-60;-60;-59;-59;-59;-59;-59;-59;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-59;-57;-57;-57;-58;-58;-58;-59;-59;-60;-58;-60;-60;-60;-59;-59;-59;-60;-60;-60;-60;-59;-60;-60;-60;-60;-59;-59;-59;-59;-59;-59;-59;-60;-60;-59;-59;-59;-59;-58;-59;-58;-58;-58;-58;-57;-57;-57;-57;-58;-58;-58;-58;-58;-58;-58;-58;-58;-58;-60;-59;-59;-58;-58;-60;-60;-59;-59;-58;-58;-60;-60;-59;-59;-59
72;230;130;AP0;-53;-53;-53;-53;-54;-54;-54;-53;-53;-53;-53;-53;-54;-54;-53;-53;-53;-54;-54;-54;-54;-54;-54;-54;-53;-55;-54;-54;-54;-53;-54;-55;-54;-54;-54;-54;-54;-55;-55;-55;-54;-54;-55;-55;-55;-55;-52;-52;-53;-53;-54;-53;-53;-53;-54;-55;-53;-53;-54;-53;-55;-54;-54;-54;-54;-53;-53;-54;-54;-53;-53;-53;-53;-53;-53;-53;-53;-53;-55;-55;-55;-55;-55;-55;-56;-56;-52;-52;-52;-53;-53;-52;-52;-52;-52;-52;-52;-52;-52;-52
72;230;130;AP1;-51;-52;-51;-51;-53;-52;-52;-51;-51;-51;-52;-52;-53;-53;-53;-53;-53;-53;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-53;-51;-51;-51;-52;-52;-52;-52;-55;-54;-54;-54;-52;-52;-52;-57;-57;-51;-52;-52;-52;-52;-52;-51;-51;-51;-52;-52;-52;-50;-50;-52;-52;-52;-52;-51;-51;-51;-51;-51;-51;-51;-51;-51;-52;-52;-52;-54;-54;-54;-54;-55;-55;-50;-50;-51;-51;-51;-50;-50;-52;-50;-51;-51;-51;-51;-52
72;230;130;AP2;-63;-63;-64;-65;-65;-65;-65;-65;-64;-65;-64;-64;-64;-64;-63;-63;-64;-62;-62;-64;-64;-64;-64;-64;-63;-63;-64;-64;-64;-65;-64;-63;-62;-62;-64;-64;-64;-64;-64;-63;-63;-63;-65;-66;-66;-63;-63;-63;-64;-64;-64;-71;-65;-65;-65;-65;-65;-65;-65;-65;-63;-63;-63;-63;-63;-65;-64;-65;-65;-65;-64;-64;-63;-63;-63;-63;-63;-63;-63;-63;-67;-65;-65;-66;-66;-66;-59;-61;-61;-61;-61;-63;-64;-62;-62;-62;-62;-62;-63;-62
